title, info,dateCreated, ratingValue, ratingCount, genres
John Wick: Phần 4,"John Wick: Phần 4 – John Wick: Chapter 4 là câu chuyện của John Wick (Keanu Reeves) đã khám phá ra con đường để đánh bại High Table. Nhưng trước khi có thể kiếm được tự do, Wick phải đối đầu với kẻ thù mới với những liên minh hùng mạnh trên toàn cầu và những lực lượng biến những người bạn cũ thành kẻ thù.","May. 29, 2023",8.6,685,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính', '']"
Sisu: Già Gân Báo Thù,"Sisu: Già Gân Báo Thù (2023) khi một cựu quân nhân phát hiện ra vàng ở vùng hoang dã Lapland cố gắng mang chiến lợi phẩm vào thành phố, những người lính Đức Quốc xã do một sĩ quan SS tàn bạo chỉ huy đã chiến đấu với anh ta.","May. 29, 2023",9.4,113,"['Phim Chiến Tranh', 'Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Kịch Tính']"
Quá Nhanh Quá Nguy Hiểm 10,"Quá Nhanh Quá Nguy Hiểm 10 – Fast and Furious 10 (2023) xoay quanh việc Dom Toretto cùng gia đình anh ấy đã trở thành mục tiếu tấn công bởi chính con trai ông trùm ma túy, kẻ trước đây bị X 10 tiêu diệt. Mời các bạn cùng đón xem bộ phim Quá Nhanh Quá Nguy Hiểm 10 – Fast X cực hấp dẫn này.","May. 29, 2023",8.7,337,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính']"
FUBAR,,"May. 28, 2023",10,3,"['Phim Chính Kịch', 'Phim Hài', 'Phim Netflix']"
Hoa Sen Đen,Hoa Sen Đen – Black Lotus (2023) một cựu đặc nhiệm thuê một người đàn ông chiến đấu trên đường phố Amsterdam để giải cứu con gái của bạn mình khỏi tổ chức tội phạm địa phương.,"May. 27, 2023",8.3,8,"['Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính']"
Tin Và Tina,"Tin Và Tina – Tin & Tina (2023) sau lần sảy thai đau thương, một cặp đôi trẻ nhận nuôi cặp song sinh kỳ quặc ở một tu viện. Nhưng việc chúng ám ảnh với tôn giáo nhanh chóng khiến gia đình họ xáo trộn.","May. 27, 2023",6.1,9,"['Phim Bí Ẩn', 'Phim Kịch Tính', 'Phim Kinh Dị']"
Ba Kiếp Yêu Hận,,"May. 27, 2023",10,4,"['Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Máu Và Vàng,"Máu Và Vàng – Blood & Gold (2023) trong giai đoạn cuối đầy tàn khốc của Thế chiến II, một viên lính đào ngũ người Đức và một phụ nữ trẻ bị kéo vào trận chiến đẫm máu với nhóm Đức Quốc xã đang săn lùng vàng bị giấu.","May. 27, 2023",9,9,"['Phim Chiến Tranh', 'Phim Chính Kịch', 'Phim Hành Động', 'Phim Netflix']"
Tình Người Duyên Ma: Ngoại Truyện,"Tình Người Duyên Ma: Ngoại Truyện – Tid Noi (2023) dựa trên truyền thuyết về nàng Nak, không xuất hiện trong lịch sử – Tid Noi là câu chuyện khai thác về một nhân vật mới trong mối quan hệ giữa Pee Mak và Mae Nak. Khác với suy đoán về một chuyện tình tay ba ngang trái, Tid Noi đơn thuần là anh bạn hàng xóm mang trong mình tình yêu đơn phương thuần khiết dành cho cô gái nhà bên là Nak.","May. 25, 2023",7.9,11,"['Phim Chiếu Rạp', 'Phim Hài', 'Phim Tâm Lý', 'Phim Tình Cảm']"
American Born Chinese,,"May. 25, 2023",7.8,12,"['Phim Bí Ẩn', 'Phim Hài', 'Phim Viễn Tưởng']"
Ngày Của Mẹ,"Ngày Của Mẹ – Mother’s Day (2023) khi cậu con trai mà cô chưa từng gặp bị bắt cóc, cựu đặc vụ Nina phải dùng đến những kỹ năng chết chóc để cứu cậu về nhà bằng mọi giá.","May. 24, 2023",6.7,3,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Netflix', 'Phim Tâm Lý']"
Ba Phần Hoang Dã,,"May. 23, 2023",8.5,6,"['Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Búp Bê Ma,"Búp Bê Ma – The Spirit Puppet (2023) mười năm trước, nguyên soái Trương Lộc Chi của phủ Nguyên soái bị giết một cách kỳ lạ, những người hầu canh giữ nhà tang lễ thấy nắp quan tài mở ra mà không có lý do, một bàn tay con rối vươn ra khỏi quan tài để dọa đám đông di chuyển. Nguyên soái đang hút thuốc trong phòng phía sau bị một con rối lặng lẽ tiếp cận và chết ngay tại chỗ.","May. 22, 2023",5.3,10,"['Phim Bí Ẩn', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Hachiko,"Hachiko (2023) nói về Bát Đồng đáng yêu thuộc giống chó ta của Trung Quốc, giữa biển người tấp nập lại có duyên gặp được người chủ định mệnh của mình là Trần Kính Tu, trở thành một thành viên nhà họ Trần. Năm tháng đổi thay, gia đình ấm êm một thời giờ đã là dĩ vãng, nhưng nơi ấy vẫn luôn có một Bát Đồng đợi chờ, trói sinh mệnh và gia đình thân yêu của chú chó ấy lại với nhau.","May. 21, 2023",9.4,17,"['Phim Chính Kịch', 'Phim Gia Đình', 'Phim Tâm Lý']"
Cuộc Nổi Dậy Của AI,"Cuộc Nổi Dậy Của AI – Simulant (2023) kể về tương lai gần, khi Evan (do Robbie Amell thủ vai), một robot simulant được tạo ra để thay thế cho người chồng đã mất của Faye (do Jordana Brewster thủ vai). Để thực hiện được tất cả các đặc tính con người của mình, Evan đã tìm đến Casey (do Simu Liu thủ vai), một hacker thiên tài toàn cầu với nhiệm vụ xóa bỏ tất cả các giới hạn đối với suy nghĩ và khả năng của những robot simulant.","May. 20, 2023",6.6,5,"['Phim Hành Động', 'Phim Khoa Học', 'Phim Kịch Tính', 'Phim Viễn Tưởng']"
Hoàng Hà Dị Văn Lục,"Hoàng Hà Dị Văn Lục – Anecdotes Of The Yellow River (2023) kể về câu chuyện của Thần Thiên Nhất và bạn cùng lớp của anh ấy Tân Viễn Hàng, đã gặp phải một sự cố kỳ lạ về “xác chết đi ngược dòng nước” khi họ đang giải quyết vấn đề lũ lụt của sông Hoàng Hà,và vô tình giải cứu đồng đội cũ của họ.","May. 20, 2023",7.5,2,"['Phim Bí Ẩn', 'Phim Kịch Tính', 'Phim Kinh Dị']"
"XO, Kitty",,"May. 19, 2023",7.1,7,"['Phim Chính Kịch', 'Phim Hài']"
Đầu Gấu Đụng Đầu Đất,"Đầu Gấu Đụng Đầu Đất – Ungnami (2023) theo chân Woong-nam (Park Sung Woong thủ vai), chàng “đầu đất” với năng lực bẩm sinh siêu phàm tựa như loài gấu, bất đắc dĩ phải đối đầu với một tổ chức tội phạm quốc tế.","May. 15, 2023",8,21,"['Phim Chiếu Rạp', 'Phim Hài', 'Phim Hành Động']"
Kẻ Sập Bẫy,"Kẻ Sập Bẫy – Fall Guy (2023) là một mô tả hợp lý về những gì xảy ra trong công chúng, nơi những người giàu có sử dụng ảnh hưởng của họ để đạt được bất cứ điều gì, trong khi những sinh vật cơ cực khủng khiếp bị buộc tội sai phải chịu đựng và chiến đấu ồ ạt để chứng minh mình vô tội.","May. 14, 2023",10,3,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
title,info,dateCreated,ratingValue,ratingCount,genres
Peter Pan & Wendy,"Peter Pan & Wendy (2023) theo dõi cuộc phiêu lưu của một cậu bé không muốn lớn lên, và cách cậu tuyển dụng ba anh em ở London, và họ cùng nhau dấn thân vào một cuộc phiêu lưu kỳ diệu trên hòn đảo Neverland đầy mê hoặc.","May. 13, 2023",8.3,3,"['Phim Gia Đình', 'Phim Hành Động', 'Phim Phiêu Lưu', 'Phim Viễn Tưởng']"
Khế Ước,"Khế Ước – Guy Ritchie’s The Covenant (2023) sẽ là phim hành động chiến tranh cảm xúc nhất của tài tử Jake Gyllenhaal. Tác phẩm hội tụ tất cả yếu tố: phân cảnh cháy nổ hoành tráng, những pha rượt đuổi, bắn súng hoành tráng, yếu tố chính trị căng thẳng.","May. 12, 2023",9.3,96,"['Phim Chiến Tranh', 'Phim Chiếu Rạp', 'Phim Chính Kịch', 'Phim Hành Động']"
Cảnh Ăn Tiền: Câu Chuyện Về Pornhub,"Cảnh Ăn Tiền: Câu Chuyện Về Pornhub – Money Shot: The Pornhub Story (2023) xoay quanh các cuộc phỏng vấn với người biểu diễn, nhà hoạt động và cựu nhân viên, bộ phim tài liệu này tìm hiểu sâu về những thành công cũng như bê bối của Pornhub.","May. 12, 2023",4.2,6,"['Phim 18+', 'Phim Netflix', 'Phim Tài Liệu']"
Người Mẹ Sát Thủ,Người Mẹ Sát Thủ – The Mother (2023) một sát thủ được đào tạo trong quân đội phải ra mặt để bảo vệ cô con gái mà cô chưa từng gặp khỏi bọn tội phạm tàn nhẫn muốn trả thù.,"May. 12, 2023",8.9,10,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Netflix']"
Tình Chị Duyên Em,"Tình Chị Duyên Em – You & Me & Me (2023) tình chị em tưởng chừng không thể rạn nứt cho đến khi chàng trai Mark chen vào giữa họ. Khi cặp song sinh phải đối mặt với “mối tình đầu không thể chia sẻ” như những thứ khác, cuộc xung đột nội tâm này sẽ dẫn họ bước sang giai đoạn mới của cuộc đời như thế nào?","May. 12, 2023",10,2,"['Phim Chiếu Rạp', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Địch Nhân Kiệt: Vận Hà Kinh Long,"Địch Nhân Kiệt: Vận Hà Kinh Long – Legend of Detective Dee (2023) nói về hoàng hậu Võ Tắc Thiên và một trăm quan chức tuần tra Vận Hà vào ban đêm, hàng ngàn người ở Lạc Dương đã đổ xô đến chỉ để được nhìn thấy mặt Võ Tắc Thiên, không ngờ trong kênh xuất hiện một con quái vật hình rồng chạm với thuyền rồng.","May. 11, 2023",4.9,9,"['Phim Bí Ẩn', 'Phim Cổ Trang', 'Phim Kịch Tính', 'Phim Viễn Tưởng']"
Silo,,"May. 11, 2023",8.6,12,"['Phim Chính Kịch', 'Phim Khoa Học', 'Phim Viễn Tưởng']"
Nộ Hỏa,"Nộ Hỏa – Raging Fire (2023) kể về câu chuyện của đội trưởng Tề Vĩ Bân (do Hình Hãn Khanh thủ vai) và đội phó Trần Mẫn (do Lý Manh Manh thủ vai). Sau khi nhận được cuộc gọi báo cáo về vụ việc buôn bán ma túy, hai người họ dẫn theo các thành viên trong nhóm tiến hành một cuộc điều tra bí mật về mục tiêu bị nghi ngờ. và gặp gỡ các trùm ma túy Duẫn Khôn (do Cố Bân thủ vai) và Duẫn Dực (do Trữ Tiến thủ vai). Đây là một cuộc đấu trí và so gan trong công cuộc chống ma túy.","May. 10, 2023",7.3,4,"['Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính', 'Phim Tâm Lý']"
Ma Cây Trỗi Dậy,Ma Cây Trỗi Dậy – Evil Dead Rise (2023) hai chị em vô tình tìm thấy một quyển sách và những chiếc đĩa vinyl cũ kĩ mà không biết rằng mình đã làm sống lại những con quỷ khát máu. Lũ quỷ bắt đầu tung hoành bên trong một tòa nhà chung cư ở Los Angeles và điều này đã đẩy hai chị em vào một trận chiến sống còn khi họ phải đối mặt với một phiên bản gia đình kinh hoàng ngoài sức tưởng tượng.,"May. 09, 2023",7.1,52,"['Phim Chiếu Rạp', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Tay Sai Của Quỷ,"Tay Sai Của Quỷ – Renfield (2023) Renfield phát ốm vì mối quan hệ đồng phụ thuộc kéo dài hàng thế kỷ với Dracula. Với hy vọng tạo dựng một cuộc sống mới ở thế giới con người, tại New Orleans thời hiện đại, cuộc sống của Renfield trở nên phức tạp hơn khi anh phải lòng một cảnh sát giao thông. Mà trong lúc đó, anh ta vẫn phải đối phó với những yêu cầu, đòi hỏi quái lạ từ Dracula – một ông chủ thực sự đến từ địa ngục.","May. 08, 2023",9.2,12,"['Phim Hài', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Viễn Tưởng']"
Chuyện Người Lớn: Nhật Bản,,"May. 07, 2023",7,6,"['Phim 18+', 'Phim Netflix']"
Phong Thần Ngoại Truyện: Lôi Chấn Tử,Phong Thần Ngoại Truyện: Lôi Chấn Tử – League of Gods: Leizhenzi (2023) Hạ Đinh ban đầu là con của một gia đình tướng quân ở thànhTây Kì. Những kẻ man rợ đã xâm chiếm và giết cha mẹ của Hạ Đinh và tất cả binh lính của thànhTây Kì. Hạ Đinh chạy trốn đến trấn Thái Bình và lớn lên ở đây và hay bị con trai tù trưởng bắt nạt..,"May. 06, 2023",4.6,7,"['Phim Cổ Trang', 'Phim Kịch Tính', 'Phim Viễn Tưởng']"
Vương Hậu: Charlotte: Câu Chuyện Bridgerton,,"May. 05, 2023",8.4,9,"['Phim Chính Kịch', 'Phim Netflix', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Hành Tinh Cát 2,"Hành Tinh Cát 2 – Dune: Part Two (2023)  công tước Paul Atreides gia nhập cùng chủng tộc người bản đại Fremen trên hành tinh Arrakis và bắt đầu cuộc hành trình nhằm rèn luyện tinh thần cũng như thể chất để trở thành Muad’dib – người đứng đầu tộc Fremen. Cùng với đó, anh phải cố gắng ngăn chặn tương lai khủng khiếp mà bản thân đã nhìn thấy nhờ Hương Dược: một cuộc Thánh chiến nhân danh anh, lan rộng khắp vũ trụ đã biết.","May. 05, 2023",9,5,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Khoa Học', 'Phim Phiêu Lưu', '']"
Hành Trình Tình Yêu Của Một Du Khách,"Hành Trình Tình Yêu Của Một Du Khách – A Tourist’s Guide to Love (2023) công việc đưa một giám đốc điều hành du lịch người Mỹ đến Việt Nam. Tại đó, một hướng dẫn viên du lịch phóng khoáng giúp cô mở mang tầm mắt trước lối sống phiêu lưu tuyệt đẹp.","May. 04, 2023",9.6,10,"['Phim Chính Kịch', 'Phim Hài', 'Phim Netflix', 'Phim Phiêu Lưu', 'Phim Tâm Lý', '']"
Khắc Tinh Của Quỷ,"Khắc Tinh Của Quỷ – The Pope’s Exorcist (2023) lấy cảm hứng từ những hồ sơ có thật của Cha Gabriele Amorth, Trưởng Trừ Tà của Vatican (Russell Crowe, đoạt giải Oscar®), bộ phim “The Pope’s Exorcist” theo chân Amorth trong cuộc điều tra về vụ quỷ ám kinh hoàng của một cậu bé và dần khám phá ra những bí mật hàng thế kỷ mà Vatican đã cố gắng giấu kín.","May. 03, 2023",9.4,260,"['Phim Bí Ẩn', 'Phim Chiếu Rạp', 'Phim Kịch Tính', 'Phim Kinh Dị']"
Ngục Tối Và Rồng: Danh Dự Của Kẻ Trộm,"Ngục Tối Và Rồng: Danh Dự Của Kẻ Trộm – Dungeons & Dragons: Honor Among Thieves (2023) theo chân một tên trộm quyến rũ và một nhóm những kẻ bịp bợm nghiệp dư thực hiện vụ trộm sử thi nhằm lấy lại một di vật đã mất, nhưng mọi thứ trở nên nguy hiểm khó lường hơn bao giờ hết khi họ đã chạm trán nhầm người. Ngục Tối Và Rồng: Danh Dự Của Kẻ Trộm mang thế giới huyền ảo của trò chơi nhập vai huyền thoại lên màn ảnh rộng bằng một cuộc phiêu lưu tràn ngập các màn hành động đã mắt cùng màu sắc hài hước, vui nhộn.","May. 03, 2023",8.6,47,"['Phim Chiếu Rạp', 'Phim Hài', 'Phim Phiêu Lưu', 'Phim Viễn Tưởng']"
Âm Vực Chết,"Âm Vực Chết – Sound of Silence (2023) sau cái chết của cha, Emma (Penelope Sangiorgi) vội vã bay từ New York về quê nhà ở Ý để lo hậu sự. Trong thời gian diễn ra tang lễ, Emma ở một mình trong căn nhà mà cha mẹ để lại. Lúc này, cô bị buộc phải đối mặt với một thực thể tà ác có khả năng kết nối thông qua một chiếc radio bị nguyền rủa. Để sống sót và bảo vệ những người mình yêu thương, Emma phải tìm ra bí mật đen tối ẩn sau chiếc radio ma quỷ kia…","May. 03, 2023",6.4,21,"['Phim Chiếu Rạp', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Học Viện Đào Tạo Ngôi Sao,,"May. 01, 2023",5.4,8,"['Phim BL', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Lưu Lạc Địa Cầu 2,"Lưu Lạc Địa Cầu 2 – The Wandering Earth 2 (2023) con người đã chế tạo những động cơ khổng lồ trên bề mặt trái đất để tìm một ngôi nhà mới khi mặt trời có nguy cơ bị hủy diệt. Dẫu vậy con đường đến với vũ trụ chưa đựng đầy rẫy nguy hiểm. Để cứu trái đất, những người trẻ tuổi một lần nữa phải bước ra để bắt đầu một cuộc chạy đua với thời gian cho sự sống và cái chết.","May. 01, 2023",9.4,14,"['Phim Chiếu Rạp', 'Phim Chính Kịch', 'Phim Hành Động', 'Phim Khoa Học', '', '']"
Vân Tương Truyện,,"May. 01, 2023",7.3,8,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Tâm Lý', 'Phim Tình Cảm']"
"La Pluie: Cơn Mưa Khi Ấy, Em Yêu Anh",,"Apr. 29, 2023",9.5,11,"['Phim BL', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Thái Hi Sư: Vân Cơ Hiện Thế,"Thái Hi Sư: Vân Cơ Hiện Thế – Master of Juggling (2023) vào những năm đầu của thời Thiên Thịnh, Lâm Kiên với sự giúp đỡ của “bậc thầy tung hứng” Hồng Y đã khuất phục được vùng Cửu Châu và Hồng Y được tôn làm quốc sư, thành lập hội Vân Cơ để đào tạo “bậc thầy tung hứng”. Vài năm sau, Lâm Kiên lâm bệnh nằm liệt giường, nhị hoàng tử Lâm Quảng âm mưu với thượng thư triều đình để chiếm đoạt ngai vàng.","Apr. 27, 2023",3.6,5,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Kịch Tính', 'Phim Viễn Tưởng']"
Cậu Bé Gạc Nai Phần 2,,"Apr. 27, 2023",8.9,8,"['Phim Chính Kịch', 'Phim Kịch Tính', 'Phim Viễn Tưởng']"
Người Mẹ Tồi Của Tôi,,"Apr. 27, 2023",9.8,17,"['Phim Chính Kịch', 'Phim Gia Đình', 'Phim Hài', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Tiếng Thét 6,"Tiếng Thét 6 – Scream 6 (2023) Tara đang cố gắng sống một cuộc sống bình thường với tư cách là một sinh viên đại học ở thành phố New York, nhưng điều đó thật khó thực hiện khi chị gái Sam luôn dõi theo từng bước đi của cô. Nhưng bạn có thể đổ lỗi cho Sam? Nếu Sidney Prescott đã dạy chúng ta bất cứ điều gì, thì đó là một khi bạn bị Ghostface đánh dấu, bạn sẽ bị nguyền rủa suốt đời.","Apr. 26, 2023",6.2,13,"['Phim Bí Ẩn', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Nhập Quan,"Nhập Quan – Enter The Coffin (2023) trên có mẹ già, dưới có con nhỏ, kho hàng chuyển phát nhận khoán lại bất ngờ bị cháy phải bồi thường, Mã Viễn Hạo rơi vào khủng hoảng tuổi trung niên, cùng đường bí lối nên đã thỉnh cầu đại sư hóa giải kiếp nạn dưới sự khích lệ của mẹ mình.","Apr. 25, 2023",6.1,10,"['Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Chuyện Lạ Dân Gian: Ngụy Hi Ban,"Chuyện Lạ Dân Gian: Ngụy Hi Ban – Folk Stories: The Tricksters (2023) giai đoạn Trung Hoa Dân Quốc, có một thị trấn hẻo lánh phải dốc sức bảo vệ sự bình yên vốn có giữa lúc chiến sự liên miên, Từ Thiên Hữu, hộ nghèo trong trấn ấy đang cùng với mẹ nương tựa lẫn nhau. Trời chợt nổi cơn giông, anh đang trú mưa ở căn chòi hoang đầu ngõ vào làng thì gặp ba người đàn ông lạ mặt đang canh giữ một chiếc hộp gỗ đặt cược, họ nói rằng ai thắng sẽ có được tiền trong chiếc hộp đó.","Apr. 25, 2023",6.3,12,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Kịch Tính', 'Phim Kinh Dị', '']"
Tình Yêu Anh Dành Cho Em,,"Apr. 24, 2023",9,44,"['Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Địch Nhân Kiệt: Mê Cung Long Ẩn,"Địch Nhân Kiệt: Mê Cung Long Ẩn – Detective Dee do Quách Ngọc Long làm đạo diễn, Chu Tử Kiêu làm diễn viên chính. Khi “thuyền ma” tiến vào cảng Hồng Kông, ông chủ để tự bảo vệ mình mà muốn kết thúc vụ án bằng “Thủy tặc loạn”, nhưng Địch Nhân Kiệt lại mơ hồ cảm thấy sự tình kỳ quặc. Đại lễ sắp tới, người dân Trường An bởi vụ án này đã vô cùng hoảng sợ, hoàng hậu lệnh cho Thần Minh, người đứng đầu Đại Lý Tự, trong vòng ba ngày phải kết thúc vụ án, nhưng hắn lại đem áp lực phá án cho Địch Nhân Kiệt.","Apr. 22, 2023",9.1,7,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Phiêu Lưu']"
title,info,dateCreated,ratingValue,ratingCount,genres
Dương Thần: Thái Thượng Vong Tình,"Dương Thần: Thái Thượng Vong Tình – Yang Shen Spirit (2023) là một bộ phim cổ trang ly kỳ và giả tưởng kể về câu chuyện của Triệu Phi Dung, một vị thánh của giáo phái Đại La, người đã cố gắng bằng mọi cách để tìm ra Hồ tộc, bộ tộc ẩn giấu và giải thoát con quỷ của giáo phái Đại La.","Apr. 22, 2023",5.5,2,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Hành Động', 'Phim Viễn Tưởng']"
Quỷ Núi,"Quỷ Núi – Wild Ghost (2023) 20 năm trước, một thiên thạch không gian mang trong mình 3 viên pha lê rơi xuống nhân gian, 20 năm sau sơn quỷ lộ diện dẫn đến bao huyết án, chân tướng bị che giấu lúc đầu dần dần được hé mở…","Apr. 21, 2023",7.3,7,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Hành Động', 'Phim Viễn Tưởng']"
Chuyện Xóm Tui: Con Nhót Mót Chồng,"Chuyện Xóm Tui: Con Nhót Mót Chồng là câu chuyện của Nhót – người phụ nữ “chưa kịp già” đã sắp bị mãn kinh, vội vàng đi tìm chồng. Nhưng sâu thẳm trong cô, là khao khát muốn có một đứa con và luôn muốn hàn gắn với người cha suốt ngày say xỉn của mình.","Apr. 21, 2023",7.6,458,"['Phim Chiếu Rạp', 'Phim Hài', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Biệt Tích,"Biệt Tích – Ghosted (2023) anh chàng Cole trúng tiếng sét ái tình với cô gái bí ẩn Sadie, nhưng hết hồn khi phát hiện ra cô là một điệp viên. Trước khi quyết định có nên hẹn hò tiếp không, Cole và Sadie vướng vào cuộc phiêu lưu để cứu thế giới đầy nguy hiểm.","Apr. 21, 2023",8.8,16,"['Phim Hài', 'Phim Hành Động', 'Phim Phiêu Lưu', 'Phim Tâm Lý', '']"
Học Kỳ Sinh Tử,,"Apr. 21, 2023",7.6,35,"['Phim Bí Ẩn', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Nữ Đặc Vụ Khiêu Dâm,Nữ Đặc Vụ Khiêu Dâm – Boso Dos (2023) một đặc vụ thâm nhập vào một ổ ma túy. Mọi thứ trở nên hỗn loạn khi thủ lĩnh băng đảng yêu cô điên cuồng. Cô ấy sẽ thành công với nhiệm vụ của mình chứ?,"Apr. 20, 2023",7.3,4,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Ngược Chiều Ánh Sáng Vì Em Mà Tới,,"Apr. 20, 2023",6.3,8,"['Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Truy Quét Băng Đảng,"Truy Quét Băng Đảng – Black Hunting Operation (2023) cảnh sát interpol Tần Phong và đồng đội đã chiến đấu mưu trí, dũng cảm với bọn cho vay nặng lãi và các băng nhóm tội phạm, thề sẽ quét sạch bọn chúng. Sau một cuộc đấu tranh gian khổ, Tần Phong và các sĩ quan cảnh sát khác cuối cùng đã nắm được bằng chứng tội phạm của Vô Tướng Phật, bắt giữ thành công và giải cứu con tin.","Apr. 19, 2023",8.4,5,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Hình Sự', 'Phim Tâm Lý']"
Power Rangers: Một Lần Và Mãi Mãi,"Power Rangers: Một Lần và Mãi Mãi – Mighty Morphin Power Rangers: Once & Always (2023) Sau khi bi kịch xảy ra, một anh hùng trẻ khác thường tiếp nhận vị trí xứng đáng của mình trong Biệt Đội Siêu Nhân để đối mặt với kẻ thù không đội trời chung lâu năm nhất của đội.","Apr. 19, 2023",9.1,10,"['Phim Hành Động', 'Phim Khoa Học', 'Phim Netflix', 'Phim Viễn Tưởng']"
Tri Kỷ,"Tri Kỷ – Soulmate (2023) xoay quanh những thăng trầm trong mối quan hệ và quá trình trưởng thành của Mi So (Kim Da Mi) và Ha Eun (Jeon So Nee), hai người con gái sinh năm 1988 cùng trải qua thời niên thiếu với nhau.","Apr. 18, 2023",9.3,48,"['Phim Chiếu Rạp', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Chầm Chậm Yêu,,"Apr. 18, 2023",7.8,4,"['Phim BL', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Trò Chơi Xếp Hình Kinh Điển,"Trò Chơi Xếp Hình Kinh Điển – Tetris (2023) câu chuyện về cách một trong những trò chơi điện tử phổ biến nhất thế giới đến được với người chơi trên toàn cầu. Doanh nhân Henk Rogers và nhà phát minh Tetris Alexey Pajitnov hợp lực tại Liên Xô, mạo hiểm tất cả để đưa Tetris đến với đại chúng.","Apr. 17, 2023",10,4,"['Phim Chính Kịch', 'Phim Kịch Tính', 'Phim Lịch Sử']"
Lừa Tình,Lừa Tình – Sapul một cảnh sát lừa dối vợ mình và bắt một con tin để nói chuyện với cô ấy một lần nữa sau khi cô ấy rời bỏ anh ta.,"Apr. 17, 2023",7,2,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Oh Belinda,Oh Belinda (2023) nói về cuộc sống hoàn hảo của một diễn viên trẻ bỗng đảo lộn chóng mặt khi cô đồng ý đóng vai chính trong một quảng cáo rồi bất ngờ được đưa đến thế giới của nhân vật đó.,"Apr. 15, 2023",4.7,3,"['Phim Chính Kịch', 'Phim Hài', 'Phim Netflix', 'Phim Viễn Tưởng']"
Khao Khát Thành Công,Khao Khát Thành Công – Hunger (2023) một đầu bếp đồ ăn đường phố trẻ và tài năng đẩy bản thân đến giới hạn sau khi cô chấp nhận lời mời tham gia khóa đào tạo của một đầu bếp khét tiếng và tàn nhẫn.,"Apr. 15, 2023",8.3,9,"['Phim Chính Kịch', 'Phim Kịch Tính', 'Phim Netflix', 'Phim Tâm Lý']"
Vương Triều Cuối Cùng: Cái Chết Của Bảy Vị Vua,"Vương Triều Cuối Cùng: Cái Chết Của Bảy Vị Vua – The Last Kingdom: Seven Kings Must Die (2023) sau khi vua Edward qua đời, Uhtred xứ Bebbanburg và các đồng đội phiêu lưu qua một vương quốc bị chia cắt với hi vọng cuối cùng sẽ thống nhất nước Anh.","Apr. 14, 2023",8,8,"['Phim Chiến Tranh', 'Phim Chính Kịch', 'Phim Hành Động', 'Phim Kịch Tính', '', '']"
